1	17795.8000001030050043
2	17803.6500000070009264
3	17830.0333334299975832
4	17847.4333334010007093
5	17842.2333334049944824
6	17845.7666667010016681
7	17836.966666674001317
8	17811.9333332940004766
9	17784.1333334400005697
10	17772.44999989900316
11	17730.9166666489982163
12	17658.3500000359963451
13	17622.2833333000016864
14	17637.633333270001458
15	17590.9666667650017189
16	17536.733333397001843
17	17456.0000000650070433
18	17365.8333333289992879
19	17327.2499999949977791
20	17241.1499999209954694
21	17176.1499999440020474
22	17182.0166666729965073
23	17129.1500000060004822
24	17121.4333334470065893
25	17095.0999999639971065
26	17077.3000000059982995
27	16990.566666675000306
28	16895.0166666779987281
29	16808.6666664650038001
30	16765.4333333210051933
31	16699.6999999959989509
32	16651.8833333420043346
33	16665.5833333230002609
34	16692.7500000030013325
35	16639.6166666639983305
36	16620.4833333309943555
37	16588.9666666839984828
38	16537.8333333310001763
39	16529.0499999669991666
40	16550.0499999700041371
41	16626.6666666599958262
42	16674.3333333990012761
43	16709.1166666979988804
44	16721.2999999559979187
45	16744.4166666669989354
46	16776.7166667399978905
47	16793.5166666399964015
48	16865.2166665919976367
49	16935.9500000000043656
50	16976.4166666309974971
51	17054.4333332809983403
52	17159.5166666640034236
53	17240.6666666350029118
54	17292.9333333430004132
55	17357.1499999960033165
56	17477.0500000470019586
57	17613.3666666720018839
58	17760.5999999370033038
59	17849.4500000219995854
60	17953.9333333700014919
61	18034.6166666700009955
62	18058.5500000270003511
63	18134.6666666199998872
64	18165.8500000500025635
65	18223.0666666949982755
66	18286.7833333640010096
67	18337.1333332939975662
68	18361.1666666689961858
69	18390.9333334360017034
70	18418.4166666809942399
71	18468.1166667319994303
72	18486.7833333300004597
73	18442.6500000269988959
74	18379.2999998869963747
75	18351.2333333330025198
76	18332.8499999999985448
77	18259.0666666339966469
78	18236.2333333329988818
79	18217.4500000010011718
80	18135.3333333610062255
81	18024.2166668640020362
82	17892.5333332959999098
83	17774.2666666859986435
84	17709.5166665359975013
85	17664.8500000970016117
86	17566.8499999699997716
87	17488.5666666640026961
88	17363.0166666819968668
89	17285.5500000069987436
90	17174.5500001100044756
91	16989.3166667730001791
92	16855.4166666700002679
93	16703.5833333359987591
94	16531.4666665930017189
95	16417.7666666700024507
96	16247.7666666569966765
97	16079.0166665709948575
98	15933.1000000500007445
99	15790.2999999970015779
100	15647.9666666620050819
101	15513.1666666790006275
102	15423.5666666530014481
103	15308.6833333439990383
104	15205.9833332829966821
105	15125.2333332599991991
106	15012.3499999400009983
107	14972.8333333280006627
108	14951.0666666989982332
109	14965.783333285995468
110	14910.0666666789984447
111	14819.8999999940006091
112	14802.3000000100000761
113	14780.7166666669982078
114	14756.1166666240005725
115	14792.6333333110014792
116	14783.9166666629989777
117	14823.5499999929998012
118	14856.4333333360009419
119	14836.2833333189955738
120	14884.2833333409998886
121	14942.6166666370008898
122	15052.4166666690016427
123	15237.8166666400011309
124	15373.9833333429996856
125	15443.3333332639995206
126	15532.3333332990005147
127	15607.366666667001482
128	15716.8333333020000282
129	15798.5333333290000155
130	15932.6999999950003257
131	16072.1666666320015793
132	16187.9166667019981105
133	16306.1166667050001706
134	16450.5500000360007107
135	16579.8999999949955964
136	16688.6000000680069206
137	16761.8166666399993119
138	16828.099999960995774
139	16910.2666666990007798
140	16979.7166666359989904
141	17092.0166667039993627
142	17138.4833332989983319
143	17210.9000000009982614
144	17283.3999999369989382
145	17347.7666666379991511
146	17472.0666666219985927
147	17567.5166664949938422
148	17584.5999999740015483
149	17583.6166666659955808
150	17576.7333332659982261
151	17646.4666666600023746
152	17671.9333333750037127
153	17724.7833333619964833
154	17752.9333332899986999
155	17739.0166666269942652
156	17740.0333333390008193
157	17758.9333333380018303
158	17744.5166666400036775
159	17744.2333333389979089
160	17765.5499999979983841
161	17759.9166666090022773
162	17757.6833332759924815
163	17738.233333327996661
164	17672.6333333380025579
165	17662.1499999619991286
166	17648.2500000469990482
167	17671.6833333350004978
168	17741.483333264994144
169	17795.049999969000055
170	17781.0999999959967681
171	17791.1166665939963423
172	17823.7499999389983714
173	17912.6666667070021504
174	17885.5499999219973688
175	17889.7166666299963254
176	17914.1666667270037578
177	17956.083333467002376
178	17975.5833332729998801
179	18008.8499999960004061
180	18112.749999966003088
181	18132.4500000029984221
182	18144.5666666899996926
183	18132.4333333070026129
184	18150.4333333999966271
185	18125.566666658000031
186	18102.5166666689947306
187	18081.2999999929961632
188	18132.3333333929986111
189	18182.6833332650021475
190	18230.1499999330044375
191	18256.1333332259964664
192	18271.6499999700026819
193	18249.016666666000674
194	18242.4166667319987027
195	18236.1833332700007304
196	18180.9833332069974858
197	18157.5333332389964198
198	18150.700000070995884
199	18129.2166666270022688
